date,value
25-10-2021,600.17
12-9-2021,162.64
24-4-2022,203.3
13-2-2022,300.08
10-3-2022,26.15
24-2-2023,1200.32
30-7-2021,45.45
19-2-2023,143.36
25-2-2023,121.98
17-4-2021,162.64
20-8-2021,179.2
4-1-2021,10.46
3-3-2022,1500.4
29-5-2022,10.46
25-1-2023,162.64
30-1-2022,20.92
11-10-2022,1200.32
25-4-2022,121.98
23-10-2022,71.68
26-4-2022,162.64
15-9-2022,600.16
3-9-2022,300.08
22-3-2021,5.23
31-1-2021,35.84
19-2-2022,1200.32
28-5-2021,5250
14-3-2022,1800.51
3-1-2023,11.73
16-3-2022,40.66
2-6-2022,121.98
21-10-2022,1200.32
23-10-2022,81.32
7-9-2021,26.15
18-12-2022,300.08
10-11-2021,300.08
20-2-2021,300.08
27-1-2023,11.73
15-8-2021,4200
25-10-2022,35.19
22-12-2021,5250
13-7-2021,600.17
25-11-2022,143.36
9-7-2022,40.66
26-12-2021,26.15
4-1-2022,58.65
14-10-2021,600.16
27-5-2021,600.16
25-1-2022,1200.32
23-1-2023,26.15
6-1-2023,600.17
28-4-2022,10.46
13-4-2022,1200.34
15-11-2022,162.64
22-8-2022,1500.4
7-10-2022,203.3
17-10-2022,600.17
31-5-2021,26.15
7-5-2021,10.46
3-2-2023,121.98
11-4-2022,20.92
9-2-2023,71.68
6-5-2021,75.75
21-8-2022,1500.4
14-9-2021,81.32
29-1-2023,1200.32
2-10-2022,203.3
11-10-2022,10.46
12-1-2022,81.32
26-1-2023,600.17
30-8-2021,900.24
28-11-2021,1800.51
27-6-2021,23.46
26-4-2022,5.23
15-9-2021,1500.4
14-5-2022,1200.32
29-5-2022,600.16
11-10-2022,107.52
15-2-2021,5250
16-11-2022,203.3
22-1-2021,5250
14-1-2021,600.16
10-12-2021,600.16
10-5-2022,162.64
29-10-2022,4200
16-5-2021,121.98
27-6-2021,203.3
17-6-2022,143.36
12-1-2021,107.52
8-3-2021,20.92
22-5-2021,121.98
28-6-2021,1500.4
30-1-2021,5.23
24-5-2022,107.52
20-10-2021,1500.4
20-5-2021,26.15
31-8-2022,900.24
21-9-2022,203.3
8-3-2023,30.3
29-4-2022,11.73
2-9-2022,15.69
28-9-2022,2400.68
31-8-2021,1200.34
16-2-2022,107.52
24-12-2022,162.64
3-11-2021,11.73
10-8-2022,1200.34
12-6-2022,900.24
18-2-2023,900.24
12-1-2021,203.3
14-7-2022,1200.32
4-6-2022,58.65
21-2-2021,121.98
23-1-2023,1500.4
18-1-2021,162.64
8-2-2021,1200.34
21-4-2021,600.16
4-6-2021,600.16
25-7-2021,5.23
11-3-2021,203.3
9-9-2021,5250
7-3-2023,143.36
23-3-2022,40.66
28-9-2021,300.08
10-4-2021,3150
30-1-2023,203.3
6-4-2022,3150
23-1-2021,1200.32
31-7-2021,1500.4
12-5-2022,20.92
8-7-2021,20.92
28-9-2021,1500.4
18-1-2023,26.15
9-4-2021,40.66
18-10-2021,15.69
16-10-2022,900.24
10-4-2022,162.64
22-9-2022,15.69
29-5-2022,46.92
6-10-2021,900.24
17-3-2021,46.92
24-3-2021,1500.4
27-12-2021,203.3
21-1-2021,23.46
4-3-2021,107.52
24-7-2021,900.24
1-2-2022,121.98
12-10-2022,203.3
10-10-2022,2400.68
12-4-2022,75.75
4-9-2022,203.3
24-8-2021,1050
4-3-2022,300.08
30-8-2022,600.16
14-9-2022,81.32
21-1-2021,10.46
3-2-2022,1800.51
17-3-2021,58.65
15-1-2023,1500.4
25-3-2021,107.52
10-7-2021,26.15
17-9-2021,900.24
3-6-2022,900.24
2-11-2022,2400.68
18-3-2022,2400.68
20-1-2022,1200.32
26-1-2022,10.46
28-5-2022,143.36
28-9-2022,300.08
18-2-2023,1200.32
6-3-2023,162.64
4-7-2022,23.46
30-11-2021,3000.85
10-2-2021,26.15
26-4-2021,900.24
21-7-2021,1200.32
12-1-2022,1500.4
4-3-2022,121.98
31-8-2021,58.65
4-1-2023,4200
2-9-2021,4200
30-4-2022,15.69
3-12-2022,71.68
10-3-2021,900.24
1-5-2022,15.15
27-3-2021,46.92
11-2-2023,81.32
30-7-2021,26.15
15-3-2021,1500.4
13-5-2021,1500.4
9-6-2021,121.98
20-1-2021,1800.51
24-11-2021,40.66
11-5-2021,71.68
11-12-2021,1200.32
18-1-2021,300.08
22-1-2021,81.32
11-8-2021,203.3
17-7-2022,900.24
13-8-2022,1200.32
2-5-2022,600.16
17-2-2021,2400.68
9-2-2021,900.24
30-1-2023,3000.85
11-5-2021,20.92
31-1-2021,600.17
19-8-2021,179.2
3-12-2022,203.3
1-11-2021,900.24
26-5-2022,900.24
17-12-2021,5.23
6-6-2022,45.45
7-7-2021,1500.4
27-11-2021,40.66
16-7-2021,1200.32
1-2-2022,1500.4
13-10-2022,1050
3-11-2021,1500.4
11-8-2021,71.68
12-11-2022,1200.32
10-5-2022,203.3
11-2-2023,20.92
8-1-2023,900.24
25-1-2021,600.17
1-11-2021,600.17
25-4-2022,35.19
6-12-2022,40.66
29-8-2021,143.36
4-1-2021,26.15
6-10-2022,71.68
16-5-2021,40.66
10-1-2022,45.45
29-10-2021,300.08
29-11-2022,600.16
31-10-2021,40.66
28-12-2022,162.64
4-5-2021,300.08
19-2-2022,600.16
13-2-2023,1500.4
31-1-2021,5.23
15-9-2021,40.66
31-3-2022,15.69
21-12-2021,1200.34
17-9-2021,600.16
13-3-2022,5.23
13-3-2022,81.32
14-5-2022,2400.68
23-4-2022,900.24
11-12-2022,75.75
7-7-2021,45.45
17-5-2021,1200.32
3-1-2023,1500.4
6-11-2022,121.98
1-9-2022,35.19
21-7-2021,300.08
31-12-2021,3000.85
4-3-2021,35.19
3-11-2022,3150
22-10-2022,600.16
28-3-2021,2400.68
11-8-2021,20.92
12-12-2022,1050
12-4-2021,107.52
30-1-2022,900.24
20-8-2022,5.23
1-4-2022,162.64
26-4-2021,15.15
19-1-2023,143.36
15-11-2022,300.08
21-2-2023,300.08
9-8-2021,1500.4
3-4-2022,45.45
3-6-2022,30.3
30-4-2021,107.52
13-7-2021,300.08
22-5-2022,600.16
7-3-2021,900.24
25-4-2022,3000.85
3-5-2022,1200.32
7-6-2021,20.92
11-12-2021,40.66
7-10-2021,900.24
28-5-2022,11.73
6-8-2022,5.23
3-2-2023,75.75
13-1-2023,300.08
20-6-2021,1200.32
12-5-2022,35.84
2-3-2021,1200.32
29-12-2022,900.24
31-7-2021,300.08
19-5-2021,900.24
3-1-2023,121.98
13-8-2021,23.46
17-7-2021,107.52
6-9-2021,162.64
30-10-2021,900.24
8-3-2021,1200.32
30-5-2022,46.92
26-10-2022,75.75
23-3-2021,107.52
25-4-2022,5.23
4-6-2021,3000.85
26-7-2022,1800.51
21-2-2021,60.6
28-3-2021,600.16
15-1-2023,1200.34
29-6-2021,3000.85
13-9-2021,300.08
30-7-2021,15.69
12-8-2021,10.46
24-11-2022,600.16
15-10-2022,26.15
19-2-2023,40.66
10-6-2021,2400.68
18-7-2021,15.15
21-4-2021,1500.4
14-9-2022,1500.4
10-3-2022,26.15
16-3-2022,300.08
25-7-2022,300.08
14-1-2023,1500.4
30-1-2023,1500.4
13-2-2022,46.92
30-6-2022,46.92
28-8-2021,1200.34
24-1-2022,2400.68
13-3-2021,20.92
1-7-2022,81.32
17-6-2021,300.08
15-6-2021,203.3
1-5-2022,600.16
15-1-2023,600.16
4-1-2023,35.84
22-6-2022,30.3
30-1-2022,1200.32
22-8-2022,15.15
18-10-2021,121.98
1-3-2021,1200.32
3-9-2021,900.24
29-8-2022,20.92
6-9-2022,40.66
13-7-2021,5.23
11-9-2021,121.98
26-4-2021,10.46
11-1-2023,15.69
8-8-2021,121.98
19-12-2021,600.16
5-2-2022,162.64
5-2-2022,203.3
21-9-2022,107.52
13-1-2023,58.65
24-3-2022,35.84
5-3-2023,1200.32
26-9-2022,1050
5-3-2023,71.68
31-7-2022,5.23
18-3-2021,900.24
29-8-2021,1800.51
23-1-2021,300.08
2-11-2022,15.69
5-5-2021,1200.32
19-1-2023,1200.32
10-7-2022,1800.51
17-7-2022,2100
28-12-2021,900.24
8-1-2022,30.3
26-6-2021,143.36
11-2-2022,1200.32
17-12-2022,2100
28-6-2021,71.68
30-4-2022,600.16
11-5-2021,121.98
29-4-2022,5.23
5-9-2021,5.23
26-5-2022,1500.4
9-7-2022,1050
30-4-2022,900.24
27-1-2023,81.32
6-1-2021,1200.32
22-2-2023,900.24
20-1-2021,71.68
8-10-2022,81.32
9-9-2022,15.69
19-1-2021,3000.85
22-8-2022,1200.32
18-10-2021,1200.32
11-6-2021,10.46
24-3-2022,600.16
29-8-2022,1500.4
14-2-2021,2400.68
9-8-2021,35.84
17-7-2022,1200.34
24-11-2021,2400.68
23-1-2022,2400.68
30-11-2021,1200.32
3-4-2022,81.32
22-10-2022,1200.32
5-7-2022,600.16
21-6-2022,900.24
1-12-2022,600.17
10-8-2021,23.46
6-9-2021,58.65
3-10-2022,1200.32
25-6-2021,1500.4
3-9-2021,900.24
26-11-2021,5250
31-12-2022,300.08
11-3-2021,4200
28-2-2021,71.68
15-11-2022,2100
1-4-2022,15.69
15-8-2022,900.24
10-1-2022,900.24
22-3-2021,300.08
15-10-2022,35.19
24-6-2022,40.66
22-7-2021,1800.51
23-2-2022,179.2
1-1-2022,900.24
7-4-2022,203.3
29-8-2021,162.64
2-5-2021,1200.32
22-1-2021,300.08
14-2-2023,3000.85
2-12-2021,1500.4
6-1-2021,5.23
3-2-2021,600.16
1-5-2021,179.2
4-12-2021,5.23
6-8-2021,40.66
22-2-2022,81.32
1-3-2022,3000.85
29-6-2021,300.08
5-9-2021,1500.4
23-3-2022,20.92
7-12-2021,4200
14-1-2023,179.2
7-10-2021,40.66
20-10-2021,10.46
6-4-2021,10.46
7-9-2021,45.45
13-6-2022,1200.34
12-7-2021,58.65
17-8-2021,107.52
1-6-2022,40.66
25-5-2022,15.69
18-2-2023,1200.34
21-9-2021,121.98
25-6-2021,1200.32
2-6-2021,2100
2-3-2023,1500.4
15-7-2021,71.68
3-6-2021,1200.32
18-5-2022,121.98
19-10-2022,5.23
30-5-2021,203.3
29-1-2023,1500.4
28-1-2023,1200.34
18-8-2022,1800.51
3-12-2022,600.16
15-5-2021,600.16
16-8-2022,40.66
13-11-2022,20.92
17-12-2021,15.69
17-4-2022,600.16
26-1-2023,300.08
1-7-2022,300.08
10-12-2021,600.16
8-7-2022,107.52
5-11-2021,71.68
13-9-2021,300.08
11-2-2023,20.92
19-11-2022,40.66
16-12-2022,81.32
21-5-2022,71.68
15-12-2022,300.08
4-6-2021,1200.32
23-11-2022,300.08
24-4-2022,1500.4
12-3-2022,162.64
8-11-2021,1200.32
22-4-2022,1500.4
23-1-2023,46.92
17-2-2023,45.45
6-1-2021,2100
19-7-2022,71.68
16-12-2022,179.2
7-5-2021,600.16
7-9-2022,15.69
1-2-2022,1500.4
5-3-2021,2400.68
2-9-2022,600.16
30-1-2023,203.3
9-4-2021,35.84
17-1-2023,1500.4
22-7-2021,2400.68
31-3-2021,600.16
2-8-2021,143.36
7-10-2022,1500.4
23-3-2022,900.24
25-3-2022,1200.32
24-11-2022,71.68
23-8-2021,40.66
23-12-2022,11.73
8-8-2022,1200.32
21-9-2022,107.52
10-7-2022,300.08
16-5-2021,2100
22-3-2022,162.64
3-3-2023,81.32
7-9-2021,600.16
18-11-2022,71.68
23-7-2021,1050
7-2-2022,900.24
16-6-2022,203.3
6-2-2023,1200.34
23-6-2022,900.24
24-8-2022,900.24
23-6-2021,1500.4
19-9-2022,3000.85
27-3-2021,5.23
30-6-2022,40.66
15-3-2021,1500.4
11-7-2022,300.08
2-9-2021,3000.85
25-7-2022,600.16
11-12-2022,162.64
11-7-2021,1200.34
16-6-2022,121.98
26-2-2023,600.16
29-11-2022,26.15
2-12-2022,203.3
21-1-2023,71.68
22-11-2022,35.84
30-1-2023,143.36
30-11-2021,900.24
26-2-2023,23.46
16-5-2022,81.32
23-6-2022,1500.4
9-8-2022,1200.32
30-10-2022,300.08
13-9-2021,1500.4
30-1-2021,900.24
30-7-2022,4200
29-6-2022,23.46
8-2-2023,600.17
4-10-2021,23.46
25-6-2021,162.64
1-8-2021,26.15
1-3-2021,35.84
27-6-2021,1500.4
19-3-2021,1200.32
30-6-2021,107.52
17-8-2021,2400.68
8-5-2021,81.32
9-2-2021,5250
1-6-2022,5.23
5-2-2023,35.84
17-9-2022,1200.32
8-12-2022,900.24
5-4-2021,1200.32
5-10-2022,1500.4
19-10-2022,2100
6-2-2021,15.69
24-11-2021,1500.4
7-3-2021,10.46
26-3-2022,15.69
20-10-2021,162.64
29-11-2022,35.84
13-11-2022,1500.4
12-1-2021,11.73
26-1-2022,600.16
8-6-2021,600.16
23-5-2022,900.24
3-7-2022,1500.4
22-10-2022,81.32
26-7-2022,81.32
18-4-2022,2400.68
8-4-2022,5.23
6-12-2021,107.52
18-1-2021,1200.32
5-5-2021,75.75
19-8-2021,900.24
4-1-2023,1200.32
30-3-2021,1050
9-9-2022,900.24
23-1-2021,2100
23-7-2021,121.98
1-5-2021,58.65
31-10-2022,900.24
16-11-2022,71.68
3-2-2022,600.16
18-3-2022,1500.4
19-1-2021,46.92
10-3-2022,143.36
30-12-2022,45.45
8-5-2022,900.24
6-9-2021,26.15
29-3-2021,26.15
14-3-2022,26.15
26-1-2022,900.24
27-11-2021,300.08
5-6-2022,600.16
14-2-2021,71.68
11-1-2022,2400.68
28-12-2021,143.36
11-3-2022,1500.4
1-4-2021,1500.4
16-1-2022,300.08
11-3-2021,600.16
26-3-2021,900.24
26-6-2021,15.69
14-6-2022,15.69
29-12-2021,121.98
5-8-2022,2100
3-5-2022,900.24
7-12-2021,5.23
25-1-2022,600.16
30-1-2021,203.3
1-8-2021,3150
4-2-2021,75.75
11-1-2023,121.98
15-2-2022,203.3
28-1-2022,1500.4
12-1-2023,1200.32
2-6-2021,5250
20-12-2021,179.2
26-12-2021,162.64
27-3-2021,81.32
26-10-2022,162.64
28-11-2021,1200.34
26-1-2021,600.17
6-12-2022,203.3
10-2-2022,143.36
22-12-2022,600.17
2-1-2022,1500.4
6-11-2022,40.66
6-9-2022,5.23
29-4-2022,203.3
17-10-2022,71.68
24-2-2022,900.24
16-7-2021,600.16
15-5-2022,71.68
11-5-2021,20.92
19-9-2021,35.84
6-10-2022,1200.32
18-12-2022,1500.4
1-12-2021,20.92
16-1-2023,35.19
25-2-2021,10.46
2-10-2021,81.32
14-7-2021,15.15
10-5-2021,20.92
7-3-2022,1200.32
21-12-2022,3150
6-12-2021,40.66
28-10-2022,203.3
18-2-2022,300.08
6-3-2022,203.3
14-11-2021,1200.32
7-3-2021,1200.32
1-3-2021,300.08
13-6-2022,71.68
30-11-2021,20.92
23-8-2021,203.3
10-2-2021,179.2
21-1-2023,600.16
15-12-2021,1500.4
20-2-2021,81.32
2-11-2022,143.36
30-6-2022,1500.4
26-10-2021,1800.51
12-9-2022,1500.4
23-10-2021,1200.32
18-11-2021,1500.4
12-7-2021,1200.34
16-7-2022,2100
12-7-2022,20.92
19-1-2023,600.16
22-4-2022,600.16
19-2-2021,1500.4
6-7-2021,71.68
16-6-2022,20.92
18-12-2021,1050
24-10-2022,900.24
17-3-2021,81.32
30-12-2021,300.08
7-10-2022,3150
1-10-2022,2400.68
20-10-2021,600.17
28-6-2022,46.92
20-3-2022,179.2
6-5-2021,1200.32
6-5-2022,15.69
30-8-2021,2400.68
10-1-2023,1800.51
18-4-2022,900.24
21-2-2022,900.24
22-1-2023,10.46
10-8-2022,1200.32
7-2-2023,203.3
5-2-2022,26.15
30-7-2022,35.84
19-5-2022,143.36
14-2-2023,600.16
24-10-2021,1200.32
12-5-2022,1500.4
19-9-2021,40.66
2-11-2021,600.16
15-11-2022,23.46
24-4-2022,162.64
28-12-2022,600.17
3-2-2022,35.84
22-1-2023,40.66
28-12-2021,10.46
4-5-2022,300.08
31-7-2021,10.46
11-3-2022,1500.4
13-2-2022,203.3
3-4-2022,600.16
21-2-2023,1500.4
2-2-2022,300.08
16-7-2021,26.15
20-2-2022,3150
10-10-2021,600.16
31-12-2021,58.65
13-1-2021,1200.32
28-2-2023,2400.68
27-12-2022,1800.51
4-3-2021,71.68
7-11-2022,179.2
6-3-2021,121.98
27-6-2021,900.24
26-1-2023,600.16
22-6-2021,600.16
20-4-2021,143.36
8-8-2022,900.24
8-5-2022,15.15
23-5-2021,900.24
22-7-2022,2100
15-2-2022,900.24
2-8-2021,3000.85
28-1-2022,20.92
15-10-2022,10.46
27-10-2022,1800.51
21-1-2023,1200.32
18-8-2021,600.16
12-3-2021,300.08
13-1-2021,5250
25-8-2021,10.46
12-6-2021,11.73
26-8-2022,121.98
25-9-2022,46.92
20-12-2021,900.24
10-8-2022,26.15
3-11-2022,1500.4
6-10-2022,1200.32
13-10-2021,600.16
15-10-2022,23.46
2-1-2023,600.16
5-9-2021,1200.34
13-9-2022,15.69
16-8-2022,121.98
5-5-2022,2400.68
30-5-2021,300.08
19-1-2021,600.16
11-1-2023,81.32
13-1-2023,15.15
10-9-2021,600.16
30-4-2021,3000.85
25-2-2021,81.32
6-3-2023,300.08
19-5-2021,900.24
22-5-2021,203.3
19-11-2022,600.16
5-8-2021,1800.51
18-12-2022,46.92
13-12-2022,71.68
11-9-2021,5.23
19-3-2021,1800.51
6-2-2022,600.16
16-11-2021,20.92
21-11-2022,40.66
23-4-2021,1500.4
21-8-2021,1200.32
23-11-2021,15.69
8-2-2023,71.68
13-7-2022,121.98
21-2-2023,1050
14-12-2021,71.68
8-9-2021,4200
29-3-2022,900.24
3-12-2022,35.84
30-4-2021,2100
16-1-2021,300.08
7-1-2023,2400.68
17-8-2021,40.66
24-10-2021,1200.32
25-6-2022,300.08
3-8-2022,179.2
31-5-2021,300.08
11-10-2021,26.15
19-12-2022,1200.34
10-2-2021,3150
4-10-2022,20.92
17-2-2023,35.84
2-1-2023,3150
10-7-2021,35.84
3-3-2021,1800.51
2-1-2023,162.64
24-7-2021,600.17
25-5-2021,143.36
25-2-2022,900.24
22-7-2022,900.24
4-2-2022,1500.4
19-6-2022,20.92
13-6-2021,900.24
19-1-2022,26.15
21-11-2022,600.17
28-4-2022,60.6
28-3-2022,2400.68
9-6-2022,10.46
11-1-2023,600.16
28-11-2021,600.16
25-3-2021,1200.32
3-1-2022,143.36
13-10-2022,1500.4
9-1-2022,121.98
18-7-2021,900.24
17-2-2023,15.69
11-10-2022,81.32
18-4-2022,179.2
14-2-2021,600.17
16-6-2021,15.15
1-3-2023,1200.32
13-8-2022,203.3
3-7-2022,600.16
4-11-2021,900.24
6-1-2023,1200.32
19-8-2022,3150
3-9-2022,1200.34
9-2-2022,1200.32
15-7-2021,900.24
9-9-2022,23.46
2-3-2023,300.08
4-1-2022,203.3
25-3-2021,900.24
11-3-2021,121.98
8-11-2022,1200.32
8-6-2021,26.15
9-5-2022,20.92
28-2-2021,10.46
10-7-2021,5.23
2-11-2021,162.64
4-3-2021,1500.4
26-12-2022,3000.85
27-5-2021,20.92
18-8-2022,71.68
7-1-2023,3150
9-10-2021,162.64
14-5-2022,71.68
9-2-2023,10.46
9-8-2021,107.52
19-12-2022,1200.32
5-12-2021,3000.85
21-3-2022,1050
11-10-2022,900.24
16-1-2022,20.92
3-12-2022,4200
6-11-2022,40.66
21-10-2022,1500.4
19-5-2022,1500.4
13-2-2023,300.08
11-6-2022,60.6
5-7-2021,1200.32
19-8-2022,20.92
16-6-2022,5.23
23-2-2021,5250
13-9-2021,1500.4
4-10-2022,1200.32
17-9-2021,600.16
14-3-2022,26.15
31-5-2021,1500.4
20-6-2022,15.69
14-10-2022,900.24
6-3-2021,26.15
25-2-2021,35.84
19-3-2022,1200.32
19-5-2021,107.52
25-6-2021,107.52
16-7-2022,900.24
29-9-2021,107.52
25-7-2022,1200.32
14-4-2022,600.16
28-6-2022,26.15
7-7-2021,107.52
18-4-2021,107.52
18-1-2022,600.16
9-6-2022,3000.85
1-12-2021,600.16
8-12-2022,20.92
8-1-2021,5.23
4-4-2021,1500.4
14-6-2021,1500.4
23-7-2021,179.2
1-11-2021,26.15
19-5-2022,5.23
14-5-2021,40.66
9-8-2022,58.65
7-10-2021,71.68
25-6-2021,900.24
30-10-2022,600.16
25-8-2022,1500.4
15-7-2022,1500.4
22-6-2021,300.08
3-6-2022,23.46
27-5-2022,203.3
5-11-2021,900.24
23-7-2022,5.23
31-7-2022,900.24
30-12-2021,20.92
2-4-2021,1500.4
13-11-2022,30.3
4-5-2021,5.23
31-10-2021,179.2
30-12-2022,40.66
26-2-2023,162.64
25-4-2021,23.46
5-6-2022,40.66
7-10-2022,300.08
22-12-2022,1200.34
26-2-2023,26.15
1-8-2021,10.46
10-12-2021,162.64
17-12-2021,600.16
9-12-2022,30.3
20-12-2021,81.32
24-1-2023,107.52
25-9-2022,1800.51
6-10-2021,900.24
4-6-2022,600.16
28-10-2021,1500.4
13-5-2021,2400.68
1-1-2023,15.69
4-5-2021,5.23
13-11-2022,23.46
24-11-2022,2100
7-3-2022,75.75
22-5-2022,58.65
31-1-2021,162.64
18-8-2021,1800.51
24-11-2021,600.16
13-2-2023,600.16
5-6-2021,300.08
26-3-2022,10.46
8-8-2022,10.46
26-12-2021,203.3
14-4-2022,203.3
21-12-2021,600.17
20-4-2022,20.92
7-9-2022,1800.51
18-7-2021,71.68
20-2-2021,3000.85
16-3-2022,143.36
9-1-2021,107.52
21-4-2022,600.16
15-2-2023,1200.32
4-10-2021,600.16
30-12-2022,300.08
28-10-2022,81.32
1-4-2021,300.08
11-2-2022,10.46
22-8-2022,10.46
10-6-2022,600.16
4-11-2022,900.24
26-1-2022,35.84
3-4-2022,11.73
25-6-2022,10.46
18-6-2021,35.84
10-5-2022,121.98
2-12-2021,1800.51
1-3-2021,10.46
15-5-2021,1500.4
5-3-2021,1050
10-2-2021,5.23
23-9-2021,1200.32
26-12-2021,1500.4
20-12-2022,900.24
17-10-2021,107.52
11-2-2023,107.52
11-5-2022,107.52
16-6-2022,900.24
12-3-2022,5250
22-6-2022,40.66
9-8-2021,1500.4
15-9-2021,900.24
23-6-2022,81.32
17-10-2021,600.16
17-3-2022,1800.51
15-1-2022,1200.32
30-9-2022,1200.32
25-7-2022,600.16
7-4-2022,121.98
13-11-2021,1200.32
17-2-2023,203.3
14-9-2021,45.45
21-6-2022,203.3
1-1-2023,143.36
15-11-2021,143.36
26-8-2021,1500.4
30-11-2021,300.08
27-7-2021,300.08
11-12-2022,46.92
16-4-2022,600.16
6-3-2022,300.08
16-2-2021,2400.68
1-1-2023,20.92
23-4-2021,26.15
25-5-2021,900.24
26-5-2022,81.32
28-12-2021,15.69
17-2-2021,58.65
14-11-2021,900.24
4-4-2022,40.66
28-4-2022,30.3
11-12-2021,203.3
9-4-2022,300.08
12-5-2021,3000.85
4-4-2022,600.16
3-5-2021,10.46
11-2-2022,900.24
14-1-2021,10.46
14-12-2021,203.3
9-10-2021,203.3
23-7-2022,121.98
10-2-2022,162.64
15-1-2023,203.3
18-11-2021,121.98
5-7-2022,900.24
4-1-2023,600.16
24-2-2021,900.24
20-7-2022,5250
13-8-2022,46.92
15-6-2022,143.36
25-3-2021,143.36
31-3-2022,40.66
10-4-2021,35.84
28-8-2022,203.3
11-8-2022,900.24
10-8-2022,45.45
9-11-2022,71.68
5-12-2021,2400.68
20-12-2022,1200.32
10-2-2023,900.24
8-11-2022,40.66
7-2-2021,300.08
10-9-2022,3150
23-6-2021,15.15
9-10-2021,1200.32
14-12-2022,15.15
15-5-2022,45.45
26-12-2022,5.23
26-10-2022,81.32
5-12-2021,600.16
18-3-2022,600.16
24-3-2021,300.08
10-6-2021,35.19
15-9-2021,2400.68
9-6-2021,1050
3-11-2021,2400.68
14-6-2021,1500.4
26-5-2021,5250
24-9-2021,60.6
20-3-2022,1200.32
28-3-2021,71.68
9-5-2021,900.24
10-1-2022,900.24
18-1-2021,107.52
30-8-2022,5250
27-6-2022,1500.4
16-1-2023,2400.68
5-3-2022,26.15
8-2-2023,35.84
24-5-2021,900.24
7-1-2021,1500.4
5-9-2021,1500.4
18-9-2022,1500.4
4-9-2022,75.75
7-2-2023,5250
7-2-2022,203.3
20-4-2021,179.2
17-4-2022,900.24
16-8-2021,1500.4
29-6-2022,900.24
29-1-2023,1200.34
1-6-2021,45.45
18-2-2021,143.36
2-4-2022,1200.32
11-12-2021,1500.4
4-5-2022,15.69
23-10-2022,300.08
14-12-2021,179.2
25-6-2021,121.98
13-4-2021,40.66
9-7-2021,600.16
6-6-2021,46.92
26-7-2022,1200.32
14-12-2021,203.3
20-3-2022,600.16
28-8-2021,1200.32
7-9-2021,5250
16-3-2022,1200.32
22-1-2023,300.08
28-12-2021,600.16
18-12-2022,600.16
7-1-2023,900.24
13-2-2022,107.52
26-3-2022,11.73
3-3-2022,10.46
10-4-2021,900.24
18-1-2021,46.92
17-1-2022,40.66
14-1-2021,30.3
5-3-2021,1800.51
1-1-2021,26.15
11-9-2022,600.16
15-6-2022,1200.32
22-2-2023,40.66
25-6-2021,2400.68
22-1-2023,40.66
27-5-2021,3000.85
24-4-2021,900.24
5-7-2022,300.08
15-2-2022,600.16
7-5-2021,600.16
28-1-2023,10.46
23-11-2021,162.64
13-12-2022,3150
30-4-2021,203.3
20-12-2022,15.69
20-1-2023,1800.51
30-5-2021,58.65
2-5-2022,1200.32
15-3-2021,1200.32
10-2-2021,600.16
19-11-2022,121.98
17-9-2021,1800.51
8-3-2023,900.24
27-12-2022,1200.34
7-4-2021,600.16
18-5-2021,75.75
26-11-2021,900.24
20-1-2023,10.46
13-7-2021,3150
23-4-2022,45.45
24-4-2022,203.3
1-9-2021,26.15
3-5-2021,1500.4
12-4-2021,2400.68
19-1-2021,35.84
28-1-2021,3000.85
6-7-2022,143.36
4-8-2022,20.92
7-8-2021,900.24
7-6-2021,1200.32
20-5-2021,121.98
31-5-2021,23.46
1-5-2021,300.08
3-8-2022,203.3
23-6-2021,4200
23-5-2022,1500.4
9-9-2022,1200.32
4-12-2022,107.52
10-12-2021,900.24
21-4-2021,900.24
24-4-2022,107.52
16-12-2022,35.19
15-5-2021,300.08
10-1-2021,203.3
29-11-2021,1200.34
12-9-2022,121.98
11-2-2023,900.24
14-4-2021,46.92
21-7-2022,3000.85
3-12-2022,179.2
1-9-2022,300.08
24-12-2022,179.2
18-12-2021,71.68
24-2-2023,35.19
11-11-2021,26.15
22-7-2022,1200.32
2-9-2022,900.24
19-11-2022,179.2
12-4-2022,300.08
14-3-2022,15.69
19-12-2022,300.08
20-1-2022,1500.4
8-10-2022,3000.85
1-8-2022,11.73
24-9-2021,1500.4
30-1-2022,1500.4
8-6-2021,10.46
26-1-2023,1500.4
27-10-2022,26.15
29-4-2022,20.92
19-9-2022,900.24
1-7-2021,30.3
2-3-2022,600.16
27-2-2022,26.15
11-2-2021,35.84
14-9-2022,10.46
27-11-2022,5.23
30-1-2021,900.24
28-1-2021,300.08
14-9-2022,1200.34
13-10-2022,600.17
5-2-2021,5.23
16-5-2021,900.24
19-7-2022,143.36
29-5-2021,300.08
10-5-2022,1500.4
7-1-2023,900.24
1-2-2023,107.52
19-2-2023,1500.4
28-1-2023,45.45
21-4-2021,60.6
6-8-2022,1200.34
18-3-2022,600.16
15-6-2021,900.24
15-5-2022,900.24
18-3-2022,81.32
3-9-2021,600.17
23-2-2021,10.46
9-6-2022,1050
24-2-2023,600.16
2-12-2022,900.24
26-6-2021,600.17
17-10-2021,900.24
17-1-2022,143.36
16-11-2021,2400.68
30-4-2022,600.16
4-6-2022,40.66
5-11-2021,1200.32
6-5-2022,35.84
24-6-2022,81.32
7-8-2022,1800.51
25-1-2023,5.23
20-2-2021,2400.68
12-2-2022,1200.32
5-5-2021,600.16
13-10-2021,1200.32
20-10-2021,3150
